;LENGTH;BUILD YEAR;TOP SPEED;BEAM;GT;GUESTS;CREW;BROKER;CHARTER;Name:;Yacht Type:;Series, Model, Class:;Builder:;Naval Architect:;Exterior Designer:;Interior Designer:;Length Overall:;Length at Waterline:;Beam:;Max Draught:;Gross Tonnage:;Displacement Tonnage:;Year of Build:;Hull Number:;Hull Type:;Classification:;Max Speed:;Cruising Speed:;Fuel Capacity:;Water Capacity:;Engine Make:;Total power:;Hull:;Superstructure:;Deck:;Guests:;Passenger Rooms:;Master Rooms:;Double Rooms:;Twin Rooms:;Number of Decks:;Range:;;VIP Rooms:;Refits:;Single Rooms:;Triple Rooms:;Yacht Subtype:;Convertible:;Crew bunk beds:;Pullman Beds:;MCA Compliant:;Engine Model;Build time:
49;25.6 m;1963;16 kn;5.54 m;84;6;4;https://www.worthavenueyachts.com/yachts-for-sale/wishing-star/;;WISHING STAR;Motor Yacht;;Trumpy;;;;25.6 metres;23.87 metres;5.54 metres;1.37 metres;84;;1963;;Semi Displacement;;16 kn;12.5 kn;5336 litres;2043 litres;General Motors;912hp;Mahogany;Aluminium,Teak;Teak;6;3;1;;2;2;;;;2023-01-01;;;;;;;;;
50;34.14 m;2019;17 kn;7.6 m;266;10;5;https://www.worthavenueyachts.com/yachts-for-sale/phoenix/;;PHOENIX;Motor Yacht;SD112;Sanlorenzo;;;;34.14 metres;29.6 metres;7.6 metres;2.06 metres;266;140;2019;69;Semi Displacement;RINA;17 kn;11 kn;25000 litres;4000 litres;MTU;;GRP;GRP;Teak;10;5;1;2;2;3;2750 nm;@ 11 kn;;;;;;;;;;;
51;43 m;2021;15 kn;8.7 m;450;10;7;https://www.worthavenueyachts.com/yachts-for-sale/halara/;Price from $220,000 p/w •;HALARA;Motor Yacht;Mangusta Oceano 43;Overmarine;;;;43 metres;;8.7 metres;2.4 metres;450;395;2021;MO43/05;Full Displacement;ABS;15 kn;11 kn;62000 litres;12000 litres;MTU;2900hp;Steel;Aluminium;Teak;10;5;1;2;2;3;4500 nm;@ 11 kn;;;;;;;;;;;
52;44.68 m;2011;23 kn;9 m;458;12;9;https://www.worthavenueyachts.com/yachts-for-sale/castlefinn/;;CASTLEFINN;Motor Yacht;4400;Heesen Yachts;;;;44.68 metres;36.3 metres;9 metres;2.5 metres;458;290;2011;150 44;Semi Displacement;;23 kn;20 kn;69000 litres;16000 litres;MTU;7400hp;Aluminium;Aluminium;Teak;12;5;1;2;2;3;3200 nm;@ 12 kn;;2023-01-01;;;;;;;;;
53;26.76 m;2024;32 kn;6.35 m;90;8;3;https://www.superyachtsmonaco.com/;;QUEEN;Motor Yacht;SL86;Sanlorenzo;;;;26.76 metres;;6.35 metres;1.9 metres;90;;2024;829;Deep V / Planing;;32 kn;27 kn;8100 litres;;MAN;4000hp;GRP;GRP;Teak;8;4;1;;2;2;1093 nm;@ 10 kn;1;;;;;;;;;;
54;24.4 m;2020;17 kn;6.9 m;150;8;2;https://www.oceanindependence.com/;;ONE MORE TIME;Motor Yacht;FD80;Horizon;;Cor D. Rover;Cor D. Rover;24.4 metres;;6.9 metres;1.62 metres;150;;2020;77603;;;17 kn;12 kn;2700 litres;400 litres;MAN;;GRP;GRP;;8;4;;;;2;;;;2023-01-01;;;;;;;;;
55;37 m;2008;14 kn;8.57 m;254;8;5;https://www.yacht-zoo.com/yachts/s-y-sailing-nour/;;SAILING NOUR;Sail Yacht;;Evadne Yachts;;Karataş Yacht Design;Nauta Design;37 metres;31 metres;8.57 metres;1.85 metres;254;200;2008;3;Gulet;;14 kn;12 kn;10000 litres;;Cummins;880hp;Steel;Aluminium;Teak;8;4;1;1;1;;;;1;2023-01-01;;;;;;;;;
56;39.5 m;2011;32 kn;7.2 m;243;12;8;https://atalantagoldenyachts.com/yacht/opati-2/;Price from €90,000 p/w •;O'PATI;Motor Yacht;;Golden Yachts;Hydro Tec;;;39.5 metres;;7.2 metres;1.25 metres;243;;2011;;Deep V / Planing;ABS;32 kn;24 kn;;;MTU;6000hp;Aluminium;Aluminium;Teak;12;5;1;2;2;2;800 nm;@ 24 kn;;;;;Sports/Open Motor Yacht, Planing Fast Yacht;;;;;;
57;60 m;1993;16 kn;10.5 m;970;16;17;https://www.edmiston.com/4194/lady-beatrice-yacht-for-sale/;;LADY BEATRICE;Motor Yacht;;Feadship;Feadship De Voogt Naval Architects;Feadship De Voogt Naval Architects;Jon Bannenberg Ltd.;60 metres;53.5 metres;10.5 metres;3.2 metres;970;;1993;770;Full Displacement;LR;16 kn;14 kn;;;Caterpillar;6000hp;Steel;Aluminium;Teak;16;8;;;;3;4700 nm;@ 14 kn;;;;;;;;;;;
58;37 m;2022;14 kn;8.6 m;398;10;7;https://www.twwyachts.com/yachts-for-sale/never-say-never-again-398792/;;NEVER SAY NEVER AGAIN;Motor Yacht;B.Yond 37;Benetti;;Stefano Righini;Benetti;37 metres;;8.6 metres;2.5 metres;398;360;2022;BX101;Full Displacement;RINA;14 kn;12 kn;;;MAN;2800hp;Steel;Aluminium;Teak;10;5;1;2;2;3;5000 nm;@ 10 kn;;;;;;;;;;;
59;39.4 m;2001;14 kn;8.32 m;390;10;7;https://www.twwyachts.com/yachts-for-sale/lady-azul-367249/;Price from $133,000 p/w •;LADY AZUL;Motor Yacht;;Heesen Yachts;Heesen Yachts;Omega Architects;Luxury Projects, Paola D. Smith;39.4 metres;;8.32 metres;2.45 metres;390;285;2001;112 39;Full Displacement;ABS;14 kn;10 kn;46500 litres;16600 litres;Caterpillar;1650hp;Steel;Aluminium;Teak;10;5;1;2;2;3;3500 nm;@ 12 kn;;;;;;;;;;;
60;39.3 m;2016;16 kn;7.6 m;298;10;7;https://www.twwyachts.com/yachts-for-sale/s7-378075/;Price from €126,000 p/w •;S7;Motor Yacht;6 Mothership Series;Tansu Yachts;Diana Yacht Design;Riza Tansu;Riza Tansu;39.3 metres;38.35 metres;7.6 metres;2.6 metres;298;;2016;;Semi Displacement;RINA;16 kn;12 kn;48000 litres;6300 litres;Caterpillar;2900hp;Steel;Aluminium;Teak;10;5;1;2;2;3;3500 nm;@ 12 kn;;2022-01-01;;;;;;;;;
61;40.8 m;2021;16 kn;8.5 m;385;10;7;https://www.twwyachts.com/yachts-for-sale/phoenix-380087/;;PHOENIX;Motor Yacht;Oasis 40M;Benetti;;RWD;Bonetti / Kozerski architecture;40.8 metres;39.7 metres;8.5 metres;2.14 metres;385;310;2021;BO103;Full Displacement;RINA;16 kn;16 kn;45000 litres;8000 litres;MAN;2800hp;GRP;GRP;Teak;10;5;1;2;2;3;4000 nm;@ 11 kn;;;;;;;;;;;
62;42 m;;16 kn;;;10;;https://www.twwyachts.com/yachts-for-sale/project-stealth-382888/;;PROJECT STEALTH;Motor Yacht;;Aegean Yacht;;Riza Tansu;Riza Tansu;42 metres;;;;;;;;;;16 kn;;;;;;;;;10;;;;;;;;;;;;;;;;;;
63;25.8 m;2009;15 kn;6.3 m;103;10;4;https://www.ypiyachts.com/en/buy-a-yacht/motor-yachts/rebecca-v-25m-84ft;Price from €55,000 p/w •;REBECCA V;Motor Yacht;Legend;Benetti;;Stefano Righini;Francois Zuretti;25.8 metres;23.98 metres;6.3 metres;2 metres;103;123;2009;BL 06;Full Displacement;;15 kn;12 kn;15000 litres;3000 litres;Caterpillar;1770hp;GRP;GRP;Teak;10;4;1;1;2;2;1500 nm;@ 10 kn;1;;;;;;;;;;
64;45 m;1956;13 kn;9.5 m;469;14;9;https://www.fraseryachts.com/;;PROMETEJ;Motor Yacht;;Santierul Naval Galatz;;;;45 metres;;9.5 metres;3.5 metres;469;;1956;;Full Displacement;Iroko wood;13 kn;12 kn;92000 litres;23000 litres;Mitsubishi;2000hp;Steel;Steel;Iroko wood;14;7;1;3;2;4;6000 nm;@ 10 kn;1;2022-01-01;;;Displacement, Expedition Yacht, Classic Yacht, Tug;;;;;;
65;30 m;2018;24 kn;6.94 m;119;10;5;https://www.oceanindependence.com/yachts-for-sale/yacht/esmeralda-seas;Price from €80,000 p/w •;ESMERALDA OF THE SEAS;Motor Yacht;MCY96;Monte Carlo Yachts;;;;30 metres;;6.94 metres;2.1 metres;119;98;2018;1218;Deep V / Planing;RINA;24 kn;10 kn;11000 litres;1650 litres;;;GRP;GRP;Teak;10;5;1;2;2;2;;;;2021-01-01;;;;;;;;;
66;38.25 m;2018;18 kn;7.72 m;299;12;8;https://www.fraseryachts.com/en/yacht-for-sale/altavita/;;ALTAVITA;Motor Yacht;Majesty 125;Gulf Craft;;Gulf Craft;;38.25 metres;32.56 metres;7.72 metres;1.98 metres;299;205;2018;125/06;Semi Displacement;BV;18 kn;14 kn;31282 litres;3948 litres;Caterpillar;1902hp;GRP;GRP;Teak;12;5;1;2;2;3;1100 nm;@ 10 kn;;2019-09-26,2020-07-08,2021-04-01,2021-10-21;;;;;;;;;
67;27.5 m;1965;11 kn;7.17 m;98;6;3;https://www.oceanindependence.com/yachts-for-sale/yacht/bully;;BULLY;Motor Yacht;;Mondomarine;;;;27.5 metres;22.86 metres;7.17 metres;2.8 metres;98;232;1965;6;Full Displacement;LR;11 kn;10 kn;24000 litres;22400 litres;Lister Blackstone;792hp;Steel;Steel;Steel,Teak;6;3;1;;2;3;2400 nm;@ 9 kn;;2014-01-01;;;;;;;;;
68;26 m;2007;32 kn;6.25 m;86;9;3;https://atticayachts.com/boats/ferretti-830-2007/;;ASTARTE;Yachts for Sale;830;Ferretti;;;;26 metres;23.97 metres;6.25 metres;1.86 metres;86;69;2007;83026;Deep V / Planing;;32 kn;29 kn;7400 litres;1320 litres;MTU;3646hp;GRP;GRP;Teak;9;4;1;1;2;2;900 nm;@ 29 kn;1;2022-01-01;;;;;;;;;
69;48 m;2019;11 kn;8.7 m;339;12;9;http://www.denisonyachtsales.com/;;CORSARIO;Sail Yacht;;Radež;;;;48 metres;;8.7 metres;2.9 metres;339;;2019;40;Monohull;;11 kn;8.5 kn;14000 litres;80000 litres;John Deere;850hp;Steel;Steel;Teak;12;6;1;2;2;;2000 nm;@ 8.5 kn;1;;;;;;;;;;
70;28.09 m;2022;42 kn;6.23 m;83.6;8;3;https://torranceyachts.com/sales/;;BOMBADIL III;Motor Yacht;9X;Pershing;;;;28.09 metres;;6.23 metres;1.65 metres;83.6;;2022;P9X-14;Deep V / Planing;;42 kn;35 kn;9000 litres;1200 litres;MTU;5276hp;GRP;GRP;Teak;8;4;1;1;1;2;350 nm;;1;;;;;;;;;;
71;44 m;2013;28.5 kn;8.3 m;376;11;8;https://www.fraseryachts.com/en/yacht-for-sale/monokini/;;MONOKINI;Motor Yacht;44 Fast;Baglietto;;Francesco Paszkowski Design;Alberto Mancini;44 metres;39.7 metres;8.3 metres;3.4 metres;376;220;2013;10213;Semi Displacement;RINA;28.5 kn;23 kn;43000 litres;5000 litres;MTU;3600hp;Aluminium;Aluminium;Teak;11;5;1;2;2;2;800 nm;@ 23 kn;;2023-04-27,2020-03-10,2019-07-02,2021-03-17;;;;;;;;;
72;39.62 m;2008;28 kn;7.92 m;321;10;7;https://www.fraseryachts.com/en/yacht-for-sale/all-inn/;Price from $100,000 p/w •;ALL INN;Motor Yacht;130;Westport;;Gregory C. Marshall;;39.62 metres;35.02 metres;7.92 metres;2.01 metres;321;250;2008;1526;Semi Displacement;;28 kn;24 kn;37471 litres;6131 litres;MTU;5468hp;GRP;GRP;Teak;10;5;1;2;2;3;1800 nm;@ 12 kn;;2020-01-01, 2023-01-01;;;;;;;;;
73;32.1 m;2006;26 kn;6.7 m;149;12;5;http://www.burgessyachts.com/;;PRINCESS L;Motor Yacht;33DP;Maiora;;Maiora;Roberto Del Re;32.1 metres;;6.7 metres;2.2 metres;149;135;2006;;Deep V / Planing;INSB;26 kn;20 kn;17000 litres;2500 litres;MTU;4800hp;GRP;GRP;Teak;12;5;1;2;2;2;460 nm;@ 25 kn;1;2018-01-01;;;;;;;;;
74;26.3 m;2018;30 kn;6.47 m;90;8;4;https://www.oceanindependence.com/yachts-for-sale/yacht/saliviti;;SALIVITI;Motor Yacht;86 Yacht;Sunseeker;;;;26.3 metres;24 metres;6.47 metres;1.95 metres;90;67;2018;6868A818;Deep V / Planing;;30 kn;21 kn;11000 litres;1400 litres;MTU;;GRP;GRP;Teak;8;4;1;1;2;2;1500 nm;@ 10 kn;1;;;;;;;;;;
75;28.55 m;2022;30 kn;6.5 m;114;8;2;https://www.alliedmarine.com/used-yachts-for-sale/2022-riva-90-argo-our-trade-yacht-for-sale/9085530_2;;Riva 90 Argo;Motor Yacht;Argo 90;Riva;;;;28.55 metres;;6.5 metres;;114;;2022;90-15;Deep V / Planing;;30 kn;25 kn;;;MTU;4870hp;GRP;GRP;Teak;8;4;;;;2;300 nm;@ 22 kn;;;;;;;;;;;
76;33 m;2019;15 kn;7.68 m;199;10;6;https://www.alliedmarine.com/used-yachts-for-sale/2019-custom-line-navetta-33-maria-theresa-yacht-for-sale/9071500_2;;MARIA THERESA;Motor Yacht;Navetta 33;Custom Line;;;;33 metres;27.95 metres;7.68 metres;2.18 metres;199;183;2019;N33-06;Semi Displacement;RINA;15 kn;12 kn;20000 litres;3100 litres;MAN;2800hp;GRP;GRP;Teak;10;5;1;2;2;3;1850 nm;@ 10 kn;;;;;;;;;;;
77;19.5 m;2016;30 kn;5.12 m;;6;;https://www.alliedmarine.com/used-yachts-for-sale/2016-prestige-620-la-peque-yacht-for-sale/8993657_2;;LA PEQUE;Motor Yacht;;;;;;19.5 metres;;5.12 metres;1.32 metres;;;2016;;;;30 kn;25 kn;;;Volvo Penta;1450hp;;;;6;;;;;;;;;;;;;;;;;;
78;26.4 m;2012;38 kn;6.2 m;119;8;3;https://www.alliedmarine.com/used-yachts-for-sale/2012-riva-domino-da-rose-yacht-for-sale/9082407_2;;DA ROSE;Motor Yacht;Domino 86;Riva;;;;26.4 metres;20.6 metres;6.2 metres;1.82 metres;119;72;2012;86DM10;Deep V / Planing;;38 kn;34 kn;7500 litres;900 litres;MTU;4870hp;GRP;GRP;Teak;8;4;1;2;1;2;355 nm;@ 34 kn;1;;;;;;;;;;
79;28.5 m;2018;28 kn;6.78 m;120;8;5;https://www.alliedmarine.com/used-yachts-for-sale/2018-ferretti-yachts-920-our-trade-yacht-for-sale/9124938_2;;OUR TRADE;Motor Yacht;920;Ferretti;;;;28.5 metres;22.34 metres;6.78 metres;2.2 metres;120;98;2018;9202;Deep V / Planing;;28 kn;24 kn;9000 litres;1320 litres;MTU;2435hp;GRP;GRP;Teak;8;4;1;1;1;2;;;1;;;;;;;;;;
80;25 m;2018;52 kn;5.51 m;108;7;3;https://www.oceanindependence.com/yachts-for-sale/yacht/humble-hungry;;HUMBLE & HUNGRY;Motor Yacht;82;Pershing;;;;25 metres;18.55 metres;5.51 metres;1.39 metres;108;57;2018;82021;Deep V / Planing;;52 kn;40 kn;1572 litres;343 litres;MTU;2638hp;GRP;GRP;Teak;7;3;1;1;2;2;310 nm;@ 40 kn;1;;;;;;;;;;
81;16.51 m;2021;;4.38 m;;6;;https://allyachts.forsale/yacht/pershing-5x-2021-moored-palma-de-mallorca/;;PERSHING 5X;Motor Yacht;;Pershing;;;;16.51 metres;;4.38 metres;;;20.9;2021;;;;;;2200 litres;;Volvo;;;;;6;3;;;;;;;;;;;;;;;;;
82;13.4 m;2013;;3.88 m;;;1;https://allyachts.forsale/yacht/riva-rivaramasuper/;;RIVARAMA SUPER 44;Motor Yacht;;Riva;;;;13.4 metres;;3.88 metres;1.03 metres;;;2013;;;;;;;;MAN;1600hp;;;;;1;;;;;;;;;;;;;;;;;
83;30.2 m;2006;15 kn;7.15 m;193;9;5;https://www.bluewateryachting.com/yacht-for-sale/endless-summer-132397;;ENDLESS SUMMER;Motor Yacht;Tradition;Benetti;;;;30.2 metres;25.04 metres;7.15 metres;1.9 metres;193;152;2006;BT 11;Semi Displacement;;15 kn;13 kn;22000 litres;5500 litres;Caterpillar;2000hp;GRP;GRP;Teak;9;4;1;1;2;3;2100 nm;@ 12 kn;1;2023-01-01;;;;;;;;;
84;41.8 m;2023;17 kn;8.1 m;348;10;7;https://www.burgessyachts.com/en/?utm_source=advertising&utm_medium=link&utm_term=&utm_content=link&utm_campaign=BI_2019;;NAVETTA 42;Motor Yacht;Navetta 42;Custom Line;Custom Line;Zuccon International Project;Zuccon International Project;41.8 metres;36.6 metres;8.1 metres;2.3 metres;348;190;2023;N42-10;Semi Displacement;RINA;17 kn;12 kn;37000 litres;4000 litres;Caterpillar;1623hp;GRP;GRP;Teak;10;5;1;5;;3;3200 nm;@ 10 kn;2;;;;;;;;;;
85;24.5 m;2015;35 kn;6 m;65;8;3;https://www.fraseryachts.com/en/yacht-for-sale/dolly/;;DOLLY;Motor Yacht;800;Dominator;;;;24.5 metres;19.2 metres;6 metres;1.8 metres;65;62;2015;02;Deep V / Planing;CE (Category A);35 kn;25 kn;7144 litres;1350 litres;MAN;3600hp;GRP;GRP;Teak;8;4;;;;2;390 nm;@ 24 kn;;;;;;;;;;;
86;27.19 m;2019;18 kn;7.1 m;187;10;4;https://www.behnemar.com/yachts/ice;;ICE;Motor Yacht;FD 87;Horizon;;;;27.19 metres;23.78 metres;7.1 metres;1.9 metres;187;95;2019;87210;Fast Displacement;;18 kn;12 kn;13170 litres;1500 litres;MTU;3200hp;GRP;GRP;Teak;10;5;1;3;1;3;;;2;;;;;;;;;;
87;39.62 m;2001;22 kn;7.92 m;309;18;7;https://athensyachts.gr/;;ENDLESS SUMMER;Motor Yacht;130;Westport;;;;39.62 metres;35.02 metres;7.92 metres;2.11 metres;309;250;2001;1501;Semi Displacement;;22 kn;17 kn;37471 litres;6132 litres;MTU;5470hp;GRP;GRP;Teak;18;6;1;4;2;3;3400 nm;@ 12 kn;;2016-01-01;;;;;;;;;
88;28.9 m;2021;18 kn;7.6 m;180;11;5;https://arconyachts.com/en/shipyards/sanlorenzo/sales/sanlorenzo-96-speranza;;SPERANZA II;Motor Yacht;SD96;Sanlorenzo;Sanlorenzo;Zuccon International Project;;28.9 metres;;7.6 metres;1.9 metres;180;;2021;97;Semi Displacement;;18 kn;10 kn;15700 litres;2500 litres;MTU;;GRP;GRP;;11;5;;;;2;1830 nm;@ 10 kn;;;;;;;;;;;
89;28.31 m;2015;16 kn;7 m;165;10;5;https://www.superyachtsmonaco.com/sales/yvonne/;;YVONNE;Motor Yacht;Navetta 28;Custom Line;;Ferretti;;28.31 metres;23.8 metres;7 metres;2.21 metres;165;106;2015;N28-02;Semi Displacement;;16 kn;13 kn;12400 litres;2000 litres;MAN;2400hp;GRP;GRP;Teak;10;5;1;3;1;3;700 nm;@ 13 kn;;2023-01-01;;;;;;;;;
90;26.75 m;2007;27 kn;6.75 m;132;10;4;https://futurayacht.com/ship/sanlorenzo-sl-88-for-sale/;;TAURO;Motor Yacht;SL88;Sanlorenzo;;;;26.75 metres;22.62 metres;6.75 metres;2.15 metres;132;90;2007;502;Deep V / Planing;;27 kn;24 kn;10400 litres;2000 litres;CAT;3650hp;GRP;GRP;Teak;10;4;1;2;;2;750 nm;@ 24 kn;1;2023-01-01;;;;;;;;;
91;28.15 m;2009;36 kn;6.34 m;83.32;8;4;https://futurayacht.com/ship/sunseeker-92-kian-for-sale/;;KIAN;Motor Yacht;Predator 92;Sunseeker;;;;28.15 metres;20.97 metres;6.34 metres;1.98 metres;83.32;72;2009;92/8;Deep V / Planing;;36 kn;23 kn;8000 litres;1500 litres;MTU;4868hp;GRP;GRP;Teak;8;4;1;2;2;2;450 nm;@ 11 kn;1;2022-01-01;;;;;;;;;
92;34.75 m;2006;26 kn;7 m;197;12;5;https://www.galatiyachts.com/yachts/details/2800503/2006/tecnomar/35m-nadara-fly/;;PRINCESS LONA;Motor Yacht;Nadara 35 Fly;Tecnomar - The Italian Sea Group;Roberto Zappelli;Luca Dini;Luca Dini;34.75 metres;;7 metres;2.43 metres;197;120;2006;0934;Deep V / Planing;RINA;26 kn;24 kn;15000 litres;2000 litres;MTU;4504hp;GRP;GRP;Teak;12;5;1;;2;2;600 nm;@ 24 kn;2;2019-06-01;;;Sports/Open Motor Yacht;;;;;;
93;30.48 m;2003;24 kn;6.8 m;181;8;3;https://www.galatiyachts.com/yachts/details/2800850/2003/hatteras/100-raised-pilothouse-motor-yacht/;;MAGNUM RIDE;Motor Yacht;100;Hatteras;;;;30.48 metres;27.64 metres;6.8 metres;1.89 metres;181;113;2003;GF616;Semi Displacement;;24 kn;18 kn;18925 litres;3028 litres;MTU;3600hp;GRP;GRP;GRP;8;4;1;2;1;2;745 nm;@ 18 kn;1;;;;;;;;;;
94;34.14 m;2013;25 kn;7.25 m;208;8;5;https://www.galatiyachts.com/;;SEAQUINN;Motor Yacht;112;Westport;;;;34.14 metres;29.5 metres;7.25 metres;1.6 metres;208;107;2013;7749;Deep V / Planing;;25 kn;22 kn;20819 litres;3830 litres;MTU;4000hp;GRP;GRP;GRP,Teak;8;4;1;1;1;2;2500 nm;@ 12 kn;1;;;;;;;;;;
95;38.4 m;1994;18 kn;8 m;254;8;6;https://www.galatiyachts.com/;;CAPRICE;Motor Yacht;;Oceanco;;;;38.4 metres;33.05 metres;8 metres;1.8 metres;254;154;1994;;Semi Displacement;;18 kn;16 kn;56781 litres;7949 litres;Deutz-MWM;2700hp;Aluminium;Aluminium;Teak;8;4;;1;3;2;2500 nm;@ 15 kn;;;;;;;;;;;
96;27.3 m;2021;27 kn;6.25 m;129;8;3;https://eastwindyachts.com/yachts/yacht/sale/helga;;HELGA;Motor Yacht;FLY 26M;Van Der Valk;;Guido De Groot;Guido De Groot;27.3 metres;20.68 metres;6.25 metres;1.8 metres;129;73;2021;WV0126;Deep V / Planing;;27 kn;23 kn;8500 litres;1900 litres;MTU;1920hp;Aluminium;Aluminium;Teak;8;4;1;;2;2;;;1;;;;;;;;;;
97;25.15 m;2016;12 kn;6.31 m;73;6;3;https://www.csoyachts.com/en/yachts-for-sale/enso-01t2p000009yFSGAA2/;;ENSO;Sail Yacht;825;Oyster;;;;25.15 metres;21.97 metres;6.31 metres;3.43 metres;73;56;2016;825-06;Monohull;;12 kn;8 kn;3000 litres;2000 litres;Cummins;;GRP;GRP;Teak;6;4;;2;2;;;;;;;;;;;;;;
98;56 m;2006;16 kn;11.52 m;499;12;10;https://www.edmiston.com/876/rosehearty-yacht-for-sale/;;ROSEHEARTY;Sail Yacht;56M;Perini Navi;;;;56 metres;45.92 metres;11.52 metres;9.73 metres;499;558;2006;2059;Monohull;ABS;16 kn;14 kn;59000 litres;17000 litres;Deutz-MWM;2502hp;Aluminium;Aluminium;Teak;12;6;1;2;3;;3600 nm;@ 13 kn;2;2020-08-04,2022-09-07,2021-11-05,2023-03-01;;;;;;;;;
99;40.8 m;2022;17 kn;8.5 m;385;12;8;https://www.edmiston.com/3564/northern-escape-yacht-for-sale/;Price from €215,000 p/w •;NORTHERN ESCAPE;Motor Yacht;Oasis 40M;Benetti;;RWD;Bonetti / Kozerski architecture;40.8 metres;39.7 metres;8.5 metres;2.05 metres;385;310;2022;BO104;Full Displacement;RINA;17 kn;15 kn;45000 litres;8000 litres;MAN;2800hp;GRP;GRP;Teak;12;5;1;2;2;3;4000 nm;@ 11 kn;;;;;;;;;;;
100;38.1 m;2015;24 kn;8.45 m;347;10;9;https://arconyachts.com/en/shipyards/benetti/sales/benetti-fast-125-charisma;;CHARISMA;Motor Yacht;Fast 125;Benetti;;;;38.1 metres;31 metres;8.45 metres;2.08 metres;347;200;2015;BF101;Fast Displacement;RINA;24 kn;18.5 kn;24940 litres;4000 litres;MTU;5272hp;GRP;GRP;Teak;10;5;1;2;2;3;700 nm;@ 18.5 kn;;2021-01-01;;;;;;;;;
101;20.4 m;2013;24 kn;5.4 m;56;6;;https://eastwindyachts.com/yachts/yacht/sale/pleiades;;PLEIADES;Motor Yacht;;Van Der Valk;;Van Der Valk;Van Der Valk;20.4 metres;;5.4 metres;1.6 metres;56;;2013;;;;24 kn;20 kn;4500 litres;1600 litres;Volvo;1600hp;;;;6;3;;;;;327 nm;@ 19 kn;;2018-01-01;;;;;;;;;
102;36.58 m;2020;20 kn;7.3 m;280;10;6;https://www.galatiyachts.com/;;CONGVOYAGE;Motor Yacht;G120;Hargrave Custom Yachts;KSE - Monte Fino;;;36.58 metres;;7.3 metres;1.83 metres;280;151;2020;J06;Semi Displacement;;20 kn;;26500 litres;3785 litres;MTU;4370hp;GRP;GRP;Teak;10;5;1;3;1;2;;;;;;;Semi-displacement;;;;;;
103;42 m;2020;16.8 kn;8.2 m;285;11;8;https://www.superyachtsmonaco.com/sales/sangha/;;SANGHA;Motor Yacht;Navetta 42;Custom Line;;;;42 metres;;8.2 metres;2.4 metres;285;190;2020;N42-03;Semi Displacement;RINA & MCA;16.8 kn;10 kn;37000 litres;4000 litres;Caterpillar;3200hp;GRP;GRP;Teak;11;5;1;2;;3;3000 nm;@ 10 kn;2;2023-01-01;;;;;;;;;
104;34.8 m;1914;9.5 kn;5.1 m;71;5;6;https://www.edmiston.com/6323/sumurun-yacht-for-sale/;;SUMURUN;Sail Yacht;;William Fife;William Fife;;;34.8 metres;20.8 metres;5.1 metres;3.75 metres;71;90;1914;;Monohull;;9.5 kn;7.5 kn;1000 litres;1300 litres;Cummins;250hp;Oak,Teak;Teak;Teak;5;;;;;;;;;2019-01-01;;;;;;;;;
105;23.75 m;2023;22 kn;6.6 m;70;8;2;https://www.edmiston.com/7200/radkat-yacht-for-sale/;;RADKAT;Motor Yacht;;Sanlorenzo;;;Sanlorenzo;23.75 metres;;6.6 metres;1.65 metres;70;;2023;;;;22 kn;18 kn;;;;;;;;8;4;;;;;;;;;;;;;;;;;
106;25.43 m;1958;12 kn;5.14 m;51.82;8;2;https://www.edmiston.com/4148/atalanta-j-yacht-for-sale/;;ATALANTA J;Motor Yacht;;Feadship;H.W. De Voogt;;Felix Buytendijk;25.43 metres;23.54 metres;5.14 metres;1.8 metres;51.82;60;1958;544;Classic Displacement;;12 kn;9 kn;6000 litres;3000 litres;Fiat Iveco;400hp;Steel,Teak;Teak;Teak;8;4;1;;3;2;2700 nm;@ 9 kn;;2014-01-01;;;;;;;;;
107;32.62 m;2011;16 kn;7 m;184;9;6;https://www.edmiston.com/4765/ziacanaia-i-yacht-for-sale/;;ZIACANAIA I;Motor Yacht;Navetta 33 Crescendo;Custom Line;;;;32.62 metres;28.9 metres;7 metres;2.37 metres;184;147;2011;;Semi Displacement;;16 kn;12 kn;16300 litres;2940 litres;MAN;2720hp;GRP;GRP;Teak;9;5;1;2;1;3;1650 nm;@ 10 kn;;;;;;;;;;;
108;28.7 m;2012;21 kn;6.6 m;120;10;4;http://www.denisonyachtsales.com/;Price from €43,000 p/w •;DADDY'S DREAM;Motor Yacht;29DP;Maiora;;;;28.7 metres;23.4 metres;6.6 metres;2.9 metres;120;120;2012;238-29;Deep V / Planing;RINA;21 kn;17 kn;11000 litres;180 litres;MTU;4000hp;GRP;GRP;Teak;10;4;;;;2;460 nm;@ 17 kn;;2021-01-01;;;;;;;;;
109;21.3 m;2022;50 kn;5.36 m;;6;1;https://www.alliedmarine.com/used-yachts-for-sale/2022-pershing-7x-yacht-for-sale/9036105_2;;PERSHING 7x;Motor Yacht;;Pershing;;;;21.3 metres;;5.36 metres;1.52 metres;;;2022;;;;50 kn;;;;;;;;;6;3;;;;;;;;;;;;;;;;;
110;20.7 m;2022;37 kn;5.2 m;;6;1;https://www.alliedmarine.com/used-yachts-for-sale/2022-riva-68-diable-blueprint-yacht-for-sale/9029979_2;;BLUEPRINT;Motor Yacht;;Riva;;;;20.7 metres;;5.2 metres;1.78 metres;;;2022;;;;37 kn;;;;MAN;3300hp;;;;6;3;;;;;;;;;;;;;;;;;
